borough_name,district_name,post_id,post_name,party_group_name,candidate_name,votes
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3527
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,3872
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"19,00",Mairie d'arrondissement,Coderre,SAMSON Anie,4010
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"19,00",Mairie d'arrondissement,Projet,FUMAGALLI Giuliana,3985
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"19,40",Conseil de Ville,Coalition,YOUSUF Mohammad Tanbir,506
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"19,40",Conseil de Ville,Coderre,DEROS Mary,4035
Villeray–Saint-Michel–Parc-Extension,Parc-Extension,"19,40",Conseil de Ville,Projet,BENTABBEL Rafik,3567
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,43
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,41
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,25
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,26
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,37
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,157
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,3777
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,2279
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"19,00",Mairie d'arrondissement,Coderre,SAMSON Anie,3805
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"19,00",Mairie d'arrondissement,Projet,FUMAGALLI Giuliana,2437
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"19,10",Conseil de Ville,Coderre,BENJAMIN Frantz,3882
Villeray–Saint-Michel–Parc-Extension,Saint-Michel,"19,10",Conseil de Ville,Projet,ALRABI Rana,2384
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Autre,GURBERG Bernard,37
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Autre,ILUNGA Fabrice Ntompa,29
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Autre,LEMCO Tyler,19
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Autre,TESSIER Philippe,21
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Autre,THIBODEAU Gilbert,31
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Coalition,FORTIER Jean,70
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Coderre,CODERRE Denis,4144
Villeray–Saint-Michel–Parc-Extension,Villeray,"0,00",Mairie de Montréal,Projet,PLANTE Valérie,8546
Villeray–Saint-Michel–Parc-Extension,Villeray,"19,00",Mairie d'arrondissement,Coderre,SAMSON Anie,4686
Villeray–Saint-Michel–Parc-Extension,Villeray,"19,00",Mairie d'arrondissement,Projet,FUMAGALLI Giuliana,8097
Villeray–Saint-Michel–Parc-Extension,Villeray,"19,30",Conseil de Ville,Autre,SOUNAN Charles,158
Villeray–Saint-Michel–Parc-Extension,Villeray,"19,30",Conseil de Ville,Coderre,LEFEBVRE Elsie,6190
Villeray–Saint-Michel–Parc-Extension,Villeray,"19,30",Conseil de Ville,Projet,FILATO Rosannie,6499
